r,rho_target,P_target,cs_target
0.10117575590372395,0.3371072951896884,0.0009011399396033025,0.5195461272675218
0.10187283008237032,0.336978604079523,0.0008670904267118999,0.519198554276771
0.10256990426101668,0.3368490278406999,0.0008328280543326367,0.5188483336281879
0.10326697843966307,0.33671856641681264,0.0007983532461875418,0.5184954593326989
0.10396405261830943,0.3365872197499207,0.000763666428627578,0.5181399253360047
0.1046611267969558,0.3364549877805497,0.0007287680306345798,0.5177817255180288
0.10535820097560218,0.3363218704476914,0.0006936584838231657,0.5174208536923561
0.10605527515424855,0.3361878676888035,0.0006583382224427892,0.5170573036056647
0.10675234933289492,0.33605297943980966,0.0006228076833796236,0.5166910689371463
0.1074494235115413,0.33591720563509975,0.0005870673061587211,0.5163221432979221
0.10814649769018767,0.3357805462075297,0.0005511175329460232,0.5159505202304472
0.10884357186883403,0.3356430010884214,0.000514958808550421,0.5155761932079054
0.10954064604748041,0.33550457020756275,0.0004785915804258577,0.515199155633597
0.11023772022612678,0.33536525349320795,0.0004420162986735501,0.5148194008403172
0.11093479440477315,0.33522505087207694,0.00040523341604400417,0.5144369220897222
0.11163186858341952,0.33508396226935594,0.000368243387939368,0.5140517125716908
0.1123289427620659,0.3349419876086971,0.00033104667241549887,0.513663765403671
0.11302601694071227,0.3347991268122187,0.00029364373018430035,0.5132730736300206
0.11372309111935863,0.33465537980050497,0.00025603502461595787,0.5128796302213365
0.11442016529800501,0.3345107464926063,0.00021822102174119237,0.5124834280737729
0.11511723947665138,0.33436522680603914,0.0001802021902536448,0.5120844600083511
0.11581431365529775,0.3342188206530978,0.00014197900054965657,0.5116827187601325
0.11651138783394413,0.33407152794214906,0.00010355192507165242,0.5112781969810192
0.1172084620125905,0.3339233485911934,6.492144184706716e-05,0.5108708872762945
0.11790553619123686,0.3337742825163709,2.6088031486964144e-05,0.5104607821723862
0.11860261036988325,0.33362432963145683,0.0,0.5101227470191099
0.11929968454852961,0.3334734898478611,0.0,0.5099342385122135
0.11999675872717598,0.33332176307462896,0.0,0.509744551210489
0.12069383290582236,0.3331691492184404,0.0,0.509553683681288
0.12139090708446873,0.3330156481836105,0.0,0.509361634478663
0.1220879812631151,0.3328612598720894,0.0,0.5091684021433086
0.12278505544176148,0.33270598418346214,0.0,0.5089739852025025
0.12348212962040785,0.33254982101494873,0.0,0.5087783821700457
0.12417920379905421,0.3323927702614043,0.0,0.5085815915462023
0.1248762779777006,0.3322348318153189,0.0,0.5083836118176384
0.12557335215634696,0.33207600556681743,0.0,0.50818444145736
0.12627042633499333,0.33191629140366014,0.0,0.507984078924652
0.1269675005136397,0.33175568921124193,0.0,0.5077825226650134
0.12766457469228606,0.33159419887259284,0.0,0.5075797711100946
0.12836164887093243,0.3314318202683779,0.0,0.507375822677633
0.1290587230495788,0.3312685532768972,0.0,0.507170675771388
0.1297557972282252,0.33110439777408557,0.0,0.5069643287810742
0.13045287140687156,0.3309393536335131,0.0,0.5067567800822965
0.13114994558551793,0.3307734207263849,0.0,0.5065480280364817
0.1318470197641643,0.3306065989215407,0.0,0.5063380709908109
0.13254409394281066,0.33043888808545574,0.0,0.5061269072781508
0.13324116812145703,0.3302702880822398,0.0,0.5059145352169847
0.13393824230010343,0.33010079877363796,0.0,0.5057009531113419
0.1346353164787498,0.32993042001903017,0.0,0.5054861592507267
0.13533239065739616,0.3297591516754313,0.0,0.5052701519100474
0.13602946483604253,0.32958699359749144,0.0,0.5050529293495433
0.1367265390146889,0.3294139456374954,0.0,0.5048344898147114
0.13742361319333526,0.32924000764536315,0.0,0.5046148315362332
0.13812068737198163,0.32906517946864966,0.0,0.5043939527298995
0.13881776155062803,0.32888946095254484,0.0,0.5041718515965345
